,Season From 2008 to 2021,Winning Team,Losing Team,Winning Team Score,Losing Team Score,Overs played by winning Team,Overs played by losing Team,Wickets taken by losing Team,Wickets taken by Winning Team,Match Venue
30,10,Kolkata Knight Riders,Rising Pune Supergiant,184,182,    18.1,20.0,3,5,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
31,10,Rising Pune Supergiant,Mumbai Indians,160,157,    20,20.0,6,8,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
32,10,Kolkata Knight Riders,Royal Challengers Bangalore,131,49,    20,9.4,2,2,"[' Wankhede Stadium', ' Mumbai ']"
33,10,Punjab Kings,Gujarat Lions,188,162,    20,20.0,7,7,"[' Eden Gardens', ' Kolkata ']"
34,10,Mumbai Indians,Delhi Capitals,142,128,    20,20.0,8,7,"[' Saurashtra Cricket Association Stadium', ' Rajkot ']"
35,10,Rising Pune Supergiant,Sunrisers Hyderabad,179,176,    20,20.0,4,3,"[' Wankhede Stadium', ' Mumbai ']"
36,10,Gujarat Lions,Kolkata Knight Riders,188,187,    18.2,20.0,6,5,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
37,10,Mumbai Indians,Punjab Kings,199,198,    15.3,20.0,2,4,"[' Eden Gardens', ' Kolkata ']"
38,10,Sunrisers Hyderabad,Delhi Capitals,191,176,    20,20.0,4,5,"[' Holkar Cricket Stadium', ' Indore ']"
39,10,Royal Challengers Bangalore,Gujarat Lions,213,192,    20,20.0,2,7,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
40,10,Sunrisers Hyderabad,Punjab Kings,159,154,    20,19.4,6,2,"[' Saurashtra Cricket Association Stadium', ' Rajkot ']"
41,10,Kolkata Knight Riders,Delhi Capitals,169,168,    19.5,20.0,6,7,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
42,10,Rising Pune Supergiant,Royal Challengers Bangalore,161,134,    20,20.0,8,9,"[' Arun Jaitley Stadium', ' Delhi ']"
43,10,Mumbai Indians,Gujarat Lions,177,176,    19.3,20.0,4,4,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
44,10,Delhi Capitals,Punjab Kings,188,137,    20,20.0,6,9,"[' Wankhede Stadium', ' Mumbai ']"
45,10,Kolkata Knight Riders,Sunrisers Hyderabad,172,155,    20,20.0,6,6,"[' Arun Jaitley Stadium', ' Delhi ']"
46,10,Gujarat Lions,Rising Pune Supergiant,172,171,    18,20.0,3,8,"[' Eden Gardens', ' Kolkata ']"
47,10,Mumbai Indians,Royal Challengers Bangalore,145,142,    18.5,20.0,6,5,"[' Saurashtra Cricket Association Stadium', ' Rajkot ']"
48,10,Kolkata Knight Riders,Punjab Kings,171,170,    16.3,20.0,2,9,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
49,10,Mumbai Indians,Sunrisers Hyderabad,159,158,    18.4,20.0,6,8,"[' Eden Gardens', ' Kolkata ']"
50,10,Delhi Capitals,Rising Pune Supergiant,205,108,    20,16.1,4,2,"[' Wankhede Stadium', ' Mumbai ']"
51,10,Punjab Kings,Royal Challengers Bangalore,150,148,    14.3,20.0,2,4,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
52,10,Mumbai Indians,Kolkata Knight Riders,180,178,    19.5,20.0,6,7,"[' Holkar Cricket Stadium', ' Indore ']"
53,10,Sunrisers Hyderabad,Gujarat Lions,140,135,    15.3,20.0,1,7,"[' Wankhede Stadium', ' Mumbai ']"
54,10,Royal Challengers Bangalore,Delhi Capitals,157,142,    20,20.0,8,9,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
55,10,Punjab Kings,Rising Pune Supergiant,164,163,    19,20.0,4,6,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
56,10,Kolkata Knight Riders,Gujarat Lions,184,183,    14.5,20.0,0,4,"[' Holkar Cricket Stadium', ' Indore ']"
57,10,Rising Pune Supergiant,Mumbai Indians,187,184,    19.5,20.0,3,8,"[' Saurashtra Cricket Association Stadium', ' Rajkot ']"
58,10,Sunrisers Hyderabad,Royal Challengers Bangalore,207,172,    20,19.4,4,2,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
