,Season From 2008 to 2021,Winning Team,Losing Team,Winning Team Score,Losing Team Score,Overs played by winning Team,Overs played by losing Team,Wickets taken by losing Team,Wickets taken by Winning Team,Match Venue
16,13,Chennai Super Kings,Royal Challengers Bangalore,150,145,18.4,20.0,2,6,"[' Dubai International Stadium', ' Dubai ']"
17,13,Punjab Kings,Sunrisers Hyderabad,126,114,20.0,19.5,7,2,"[' Dubai International Stadium', ' Dubai ']"
18,13,Kolkata Knight Riders,Delhi Capitals,194,135,20.0,20.0,6,9,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
19,13,Mumbai Indians,Chennai Super Kings,116,114,12.2,20.0,0,9,"[' Sharjah Cricket Stadium', ' Sharjah ']"
20,13,Sunrisers Hyderabad,Rajasthan Royals,156,154,18.1,20.0,2,6,"[' Dubai International Stadium', ' Dubai ']"
21,13,Royal Challengers Bangalore,Kolkata Knight Riders,85,84,13.3,20.0,2,8,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
22,13,Punjab Kings,Delhi Capitals,167,164,19.0,20.0,5,5,"[' Dubai International Stadium', ' Dubai ']"
23,13,Rajasthan Royals,Chennai Super Kings,126,125,17.3,20.0,3,5,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
24,13,Punjab Kings,Mumbai Indians,176,176,20.0,20.0,6,6,"[' Dubai International Stadium', ' Dubai ']"
25,13,Kolkata Knight Riders,Sunrisers Hyderabad,163,163,20.0,20.0,5,6,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
26,13,Delhi Capitals,Chennai Super Kings,185,179,19.5,20.0,5,4,"[' Sharjah Cricket Stadium', ' Sharjah ']"
27,13,Royal Challengers Bangalore,Rajasthan Royals,179,177,19.4,20.0,3,6,"[' Dubai International Stadium', ' Dubai ']"
28,13,Mumbai Indians,Kolkata Knight Riders,149,148,16.5,20.0,2,5,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
29,13,Punjab Kings,Royal Challengers Bangalore,177,171,20.0,20.0,2,6,"[' Sharjah Cricket Stadium', ' Sharjah ']"
30,13,Delhi Capitals,Rajasthan Royals,161,148,20.0,20.0,7,8,"[' Dubai International Stadium', ' Dubai ']"
31,13,Chennai Super Kings,Sunrisers Hyderabad,167,147,20.0,20.0,6,8,"[' Dubai International Stadium', ' Dubai ']"
32,13,Royal Challengers Bangalore,Kolkata Knight Riders,194,112,20.0,20.0,2,9,"[' Sharjah Cricket Stadium', ' Sharjah ']"
33,13,Mumbai Indians,Delhi Capitals,166,162,19.4,20.0,5,4,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
34,13,Rajasthan Royals,Sunrisers Hyderabad,163,158,19.5,20.0,5,4,"[' Dubai International Stadium', ' Dubai ']"
35,13,Royal Challengers Bangalore,Chennai Super Kings,169,132,20.0,20.0,4,8,"[' Dubai International Stadium', ' Dubai ']"
36,13,Kolkata Knight Riders,Punjab Kings,164,162,20.0,20.0,6,5,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
37,13,Delhi Capitals,Rajasthan Royals,184,138,20.0,19.4,8,2,"[' Sharjah Cricket Stadium', ' Sharjah ']"
38,13,Sunrisers Hyderabad,Punjab Kings,201,132,20.0,16.5,6,2,"[' Dubai International Stadium', ' Dubai ']"
39,13,Kolkata Knight Riders,Chennai Super Kings,167,157,20.0,20.0,2,5,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
40,13,Mumbai Indians,Rajasthan Royals,193,136,20.0,18.1,4,2,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
41,13,Delhi Capitals,Royal Challengers Bangalore,196,137,20.0,20.0,4,9,"[' Dubai International Stadium', ' Dubai ']"
42,13,Chennai Super Kings,Punjab Kings,181,178,17.4,20.0,0,4,"[' Dubai International Stadium', ' Dubai ']"
43,13,Mumbai Indians,Sunrisers Hyderabad,208,174,20.0,20.0,5,7,"[' Sharjah Cricket Stadium', ' Sharjah ']"
44,13,Delhi Capitals,Kolkata Knight Riders,228,210,20.0,20.0,4,8,"[' Sharjah Cricket Stadium', ' Sharjah ']"
45,13,Royal Challengers Bangalore,Rajasthan Royals,158,154,19.1,20.0,2,6,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
46,13,Sunrisers Hyderabad,Chennai Super Kings,164,157,20.0,20.0,5,5,"[' Dubai International Stadium', ' Dubai ']"
47,13,Mumbai Indians,Punjab Kings,191,143,20.0,20.0,4,8,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
48,13,Kolkata Knight Riders,Rajasthan Royals,174,137,20.0,20.0,6,9,"[' Dubai International Stadium', ' Dubai ']"
49,13,Sunrisers Hyderabad,Delhi Capitals,162,147,20.0,20.0,4,7,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
50,13,Royal Challengers Bangalore,Mumbai Indians,201,201,20.0,20.0,3,5,"[' Dubai International Stadium', ' Dubai ']"
51,13,Rajasthan Royals,Punjab Kings,226,223,19.3,20.0,6,2,"[' Sharjah Cricket Stadium', ' Sharjah ']"
52,13,Kolkata Knight Riders,Sunrisers Hyderabad,145,142,18.0,20.0,3,4,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
53,13,Delhi Capitals,Chennai Super Kings,175,131,20.0,20.0,3,7,"[' Dubai International Stadium', ' Dubai ']"
54,13,Punjab Kings,Royal Challengers Bangalore,206,109,20.0,17.0,3,2,"[' Dubai International Stadium', ' Dubai ']"
55,13,Mumbai Indians,Kolkata Knight Riders,195,146,20.0,20.0,5,9,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
56,13,Rajasthan Royals,Chennai Super Kings,216,200,20.0,20.0,7,6,"[' Sharjah Cricket Stadium', ' Sharjah ']"
57,13,Royal Challengers Bangalore,Sunrisers Hyderabad,163,153,20.0,19.4,5,2,"[' Dubai International Stadium', ' Dubai ']"
58,13,Delhi Capitals,Punjab Kings,157,157,20.0,20.0,8,8,"[' Dubai International Stadium', ' Dubai ']"
59,13,Chennai Super Kings,Mumbai Indians,166,162,19.2,20.0,5,9,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
