,Season From 2008 to 2021,Winning Team,Losing Team,Winning Team Score,Losing Team Score,Overs played by winning Team,Overs played by losing Team,Wickets taken by losing Team,Wickets taken by Winning Team,Match Venue
36,7,Royal Challengers Bangalore,Sunrisers Hyderabad,158,155,19.5,20,6,6,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
37,7,Rajasthan Royals,Delhi Capitals,156,152,18.3,20,3,5,"[' Arun Jaitley Stadium', ' Delhi ']"
38,7,Mumbai Indians,Punjab Kings,170,168,19.1,20,5,5,"[' Wankhede Stadium', ' Mumbai ']"
39,7,Chennai Super Kings,Kolkata Knight Riders,148,114,17/17,17/17,3,9,"[' JSCA International Cricket Stadium', ' Ranchi ']"
40,7,Sunrisers Hyderabad,Mumbai Indians,172,157,20,20,5,7,"[' Dubai International Stadium', ' Dubai ']"
41,7,Rajasthan Royals,Kolkata Knight Riders,152,152,20,20,5,8,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
42,7,Punjab Kings,Royal Challengers Bangalore,127,124,18.5,20,5,8,"[' Dubai International Stadium', ' Dubai ']"
43,7,Chennai Super Kings,Sunrisers Hyderabad,146,145,19.3,20,5,5,"[' Sharjah Cricket Stadium', ' Sharjah ']"
44,7,Delhi Capitals,Mumbai Indians,126,125,18.5,20,4,6,"[' Sharjah Cricket Stadium', ' Sharjah ']"
45,7,Punjab Kings,Kolkata Knight Riders,132,109,20,18.2,9,2,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
46,7,Rajasthan Royals,Royal Challengers Bangalore,71,70,13,15,4,2,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
47,7,Chennai Super Kings,Mumbai Indians,142,141,19,20,3,7,"[' Dubai International Stadium', ' Dubai ']"
48,7,Sunrisers Hyderabad,Delhi Capitals,184,180,20,20,1,4,"[' Dubai International Stadium', ' Dubai ']"
49,7,Kolkata Knight Riders,Royal Challengers Bangalore,150,148,20,20,7,5,"[' Sharjah Cricket Stadium', ' Sharjah ']"
50,7,Chennai Super Kings,Rajasthan Royals,140,133,20,19.5,6,2,"[' Dubai International Stadium', ' Dubai ']"
51,7,Punjab Kings,Sunrisers Hyderabad,193,121,20,19.2,6,2,"[' Sharjah Cricket Stadium', ' Sharjah ']"
52,7,Chennai Super Kings,Delhi Capitals,177,84,20,15.4,7,2,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
53,7,Punjab Kings,Rajasthan Royals,193,191,18.4,20,3,5,"[' Sharjah Cricket Stadium', ' Sharjah ']"
54,7,Delhi Capitals,Kolkata Knight Riders,167,166,19.3,20,6,5,"[' Dubai International Stadium', ' Dubai ']"
55,7,Royal Challengers Bangalore,Mumbai Indians,116,115,17.3,20,3,9,"[' Dubai International Stadium', ' Dubai ']"
56,7,Rajasthan Royals,Sunrisers Hyderabad,135,133,19.3,20,6,6,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
57,7,Punjab Kings,Chennai Super Kings,206,205,18.5,20,4,4,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
58,7,Royal Challengers Bangalore,Delhi Capitals,146,145,16.4,20,2,4,"[' Sharjah Cricket Stadium', ' Sharjah ']"
59,7,Kolkata Knight Riders,Mumbai Indians,163,122,20,20,5,7,"[' Zayed Cricket Stadium', ' Abu Dhabi ']"
